Date	ChainId	Indicator	Verdict	ThreatCategory	Metric
8/30/23	1	0x1e744f2be3a45a8dddfa7a6716433d0e96f7a029	TP	address-poisoner	precision
8/30/23	1	0x1212f81c6293ec57864a96d9b2d12d8c84bf191b	TP	address-poisoner	precision
8/29/23	1	0x126fd0d58f95036ced1761ffc8ee95c850887592	TP	address-poisoner	precision
8/30/23	1	0xd4d4459e737a75d753d1b4cab0d5743557cf441f	TP	pig-butchering	precision
8/31/23	1	0x162a79f8bdfda1b01db05f5879e8fbdb4647aa26	TP	pig-butchering	precision
8/30/23	1	0xdc7f62eb5e7c0d24314034725d3babe80639091e	TP	pig-butchering	precision
8/31/23	1	0xfdd6a0ec7253b9819c2d4fa08e3be824e68cd893	TP	pig-butchering	precision
8/29/23	1	0x801e2fb30c92818aaba7bde51da048ac26555ec6	TP	pig-butchering	precision
8/29/23	1	0xa7c5795ec64565bf1d5f84ac2f66b05ca4cbb1ea	TP	pig-butchering	precision
8/30/23	1	0xbf05b5de09d5bf82a0785ff7cf76a78dd80478d6	TP	pig-butchering	precision
8/30/23	1	0x73632bf385ee89d435a2585c7003795a220a397a	TP	pig-butchering	precision
8/30/23	1	0xcb29fed92460fc68714968c4b37352640f649d62	TP	pig-butchering	precision
8/30/23	1	0x01c741005a210bde9d8cdbf9581f9f75e390b79a	TP	pig-butchering	precision
8/30/23	1	0x7162def85d75e6e5225d09409ba1735f77d722be	TP	pig-butchering	precision
8/29/23	1	0xb8d816a3a4e86967c061905bd80034dd7e43479d	TP	pig-butchering	precision
8/30/23	1	0x30115745df4e42c71871cf2302fb717ddfec3e2c	TP	pig-butchering	precision
8/31/23	1	0x7cf55608dde5b097b2366f86308cb73ffc720b90	TP	pig-butchering	precision
8/30/23	1	0x3e7dac9bcdb9d839b0c55944f6d418bf1336545c	TP	pig-butchering	precision
8/30/23	1	0x80b9bdb6af7040ed45485e4522515daf8c557af3	TP	pig-butchering	precision
8/31/23	1	0x70521dc62e3b7f6b7f52277b93882dd661a84e7d	TP	pig-butchering	precision
8/30/23	1	0xfa8063d5e2d194cf1163e7e70513e1d52d77e2ec	TP	pig-butchering	precision
8/30/23	1	0x423a6ad20e8f5cc7e309312c0c9d48d134d72db4	TP	pig-butchering	precision
8/31/23	1	0xc1f672ffcd7fd1f8d2684cac0f2f00a81d746a8c	TP	pig-butchering	precision
8/31/23	1	0x47c0753a1c407badf43b75769f075ffe50e6befe	TP	pig-butchering	precision
8/31/23	1	0x9ca3b90e201ff68c8cc12f165928c14c1f2d65a6	TP	pig-butchering	precision
8/29/23	1	0x000047ed3b5f29bd52f33892c225bac38d3ef000	TP	fraudulent-nft-orders	precision
8/31/23	1	0xb2877edf0a269001b96cd1131aed66d66c76bf15	Likely FP	native-ice-phishing	precision
8/31/23	1	0x83aaba4768faabb699498c5ac174643b875c100b	Likely TP	native-ice-phishing-social-engineering	precision
8/31/23	1	0x099c443b6fb0d8162b8cdde403d94b537589b4c2	TP	native-ice-phishing-social-engineering	precision
8/31/23	1	0xc6fda17632113e80e24e4fdd49114cc1ab97c6d0	TP	native-ice-phishing-social-engineering	precision
8/29/23	1	0x728a983e37cae1d6dbce83ed75b7c70f26c4c654	TP	wash-trading	precision
8/29/23	1	0xe3d500011691a2f649abe1a98154b6652a30b635	TP	wash-trading	precision
8/31/23	1	0x0e44dcbdd969d2b8f41290e1360dd6712ce627f3	TP	hard-rug-pull	precision
8/30/23	1	0x715b7c0a495bb75760e0673f48419c1007b00959	TP	hard-rug-pull	precision
8/30/23	1	0x0e0179b47f2ff054fe8177de0d434685b128847e	TP	hard-rug-pull	precision
8/29/23	1	0xcc517b28aed736b254e0d2ad23bb20f1a0418df8	TP	hard-rug-pull	precision
8/29/23	1	0x5cfc0bdf60faf063e2219ab48c52b78e9f8c75ce	TP	hard-rug-pull	precision
8/31/23	1	0x3d4c0015b3750bb17cf99aec4924f51f3ad0d00b	TP	hard-rug-pull	precision
8/30/23	1	0x61dc16587b0c9ebfc3f7ff6bcce4bc356f1c9a79	TP	hard-rug-pull	precision
8/31/23	1	0x2cf23fdd7d1e56f77ec74e4adadbf567abbab0a4	TP	scammer-deployed-contract	precision
8/29/23	1	0xc6aa2f0ff6b8563ea418ec2558890d6027413699	Likely TP	scammer-deployed-contract	precision
8/29/23	1	0x93adb73b3a8525174ae8710f272c57e805491929	TP	scammer-deployed-contract	precision
8/29/23	1	0xa72403c91065417d028ef7ccfd77a958c9605460	TP	scammer-deployed-contract	precision
8/31/23	1	0xa1df1ed4e3f56dd4563c2f8eb790f0d1ee60c5f3	TP	scammer-deployed-contract	precision
8/31/23	1	0xd8a80b9d5f2564b2ea362e0bf29d27b99bced92e	TP	scammer-deployed-contract	precision
8/29/23	1	0x381dcd8094e4300e760dea22cab3f7b78d16cbd9	TP	scammer-deployed-contract	precision
8/31/23	1	0xfde8bcc2e5b5ce7c6b8238cc7edef2db16eb2abf	TP	scammer-deployed-contract	precision
8/31/23	1	0x5db531695170c3fcf336d450d6075473edbfdff9	TP	scammer-deployed-contract	precision
8/30/23	1	0xcf9f39bacd11a885dc1c91df294319c21f6782e9	Likely TP	scammer-deployed-contract	precision
8/31/23	1	0x3f29162130912a40095b4016f701bd38be0fa11d	TP	scammer-deployed-contract	precision
8/31/23	1	0x5819a3e7d4f541a3a83eb745ee461c5d5fe473b8	TP	unknown	precision
8/31/23	1	0x6ac452651d1ad0e63a1c61f53fa329f27717169d	TP	unknown	precision
8/31/23	1	0x835a940b6a7328cdef1843f94c9db8941aef41ec	TP	unknown	precision
8/30/23	1	0x17fc5b4a38604afddc6f50578bcbc5de0b94333f	Likely TP	unknown	precision
8/30/23	1	0x8f7a31b18142defd073183abb94da27790f405a9	Likely TP	unknown	precision
8/30/23	1	0x151f1ff778a4d64d4e924720ebc404aae74684a0	Likely FP	unknown	precision
8/31/23	1	0x26b35b3d7bd697124c10de90a75b47a20635213a	TP	unknown	precision
8/31/23	1	0x7bbafaabcde4cc769e6feb2b18ca3da122e0cac2	TP	unknown	precision
8/31/23	1	0x151976b9d9e246215d0dde1be9c72b62506b3cf7	TP	unknown	precision
8/29/23	1	0x24772215af0b4cffce83f0133d441e32f719ec8b	TP	unknown	precision
8/30/23	1	0x0d2b6af3ae4b16bc565a0dedc0397db528d923bc	TP	unknown	precision
8/31/23	1	0x1fc835772e4d96121450cd50c22b172b902ae46c	Likely FP	unknown	precision
8/30/23	1	0x466f98db3aadae7ea60fe43065ee4d198f2e7b39	Likely FP	unknown	precision
8/30/23	1	0x87384593d4c7d79263c5f6477123352c0bad0046	TP	unknown	precision
8/30/23	1	0x7fe157744309024f8a8560f19ddd81e8b58538d1	TP	unknown	precision
8/31/23	1	0x0b5a06fb59743b58900725750aba92a49b1e8a28	TP	unknown	precision
8/31/23	1	0xf6728c9c78d3a794770960c37b4708e395fae079	TP	unknown	precision
8/30/23	1	0xff7b61011aea183aec72f59d20fc5829a680f2b5	Likely TP	unknown	precision
8/31/23	1	0xb75401874b2245068a0608c5872015b196b32e58	TP	unknown	precision
8/30/23	1	0x4528e37eaf0f13ff51f35baa601a4053f4067043	TP	unknown	precision
8/30/23	1	0xcb29fed92460fc68714968c4b37352640f649d62	TP	unknown	precision
8/30/23	1	0x63eaecbcecda14805422d2e62045879920a86305	Likely FP	unknown	precision
8/29/23	1	0x258b7ac97fb1377baf9bbeccf8f206d2f72d65ff	Likely FP	unknown	precision
8/31/23	1	0x8d70c4ac93ea9ff224e834d8f85176448b30ac30	TP	unknown	precision
8/30/23	1	0x084e7a7faf111946c37c4504a372a54730891632	TP	unknown	precision
8/29/23	1	0xcc2015d66d95a3f58d8ab0c8d8bcb968212f9ebe	Likely FP	unknown	precision
8/30/23	1	0xa3f78a8957503d86f518374fa1cf462f943b4045	TP	unknown	precision
8/31/23	1	0xb7d22f85d18c1dc4f69de56cd069bcddf2ab1ed7	TP	unknown	precision
8/30/23	1	0xd4b2461f9e56b4fe97429195ef3002ab959738bb	Likely TP	unknown	precision
8/30/23	1	URL https://blockchains-circle.com likely	Likely TP	ice-phishing	precision
8/31/23	1	URL https://shibaswap.now-claim.xyz likely	Likely TP	ice-phishing	precision
8/31/23	1	0x369adae40d4f864034f58ce34ffe8cbe8e8c5303	Likely TP	ice-phishing	precision
8/31/23	1	URL https://mail.kava-token.com likely inv	Likely TP	ice-phishing	precision
8/31/23	1	URL https://integratedchains.xyz likely in	Likely TP	ice-phishing	precision
8/29/23	1	URL https://memeland-coins.claims likely i	Likely TP	ice-phishing	precision
8/30/23	1	URL https://mysterynft.pro likely involved	Likely TP	ice-phishing	precision
8/29/23	1	URL https://api28-collab-land.github.io li	Likely TP	ice-phishing	precision
8/29/23	1	URL https://www.creditor-blockfi.com.atmho	Likely TP	ice-phishing	precision
8/31/23	1	URL https://theshiboshisbox.com likely inv	Likely TP	ice-phishing	precision
8/31/23	1	URL https://onchainsummerz.xyz likely invo	Likely TP	ice-phishing	precision
8/29/23	1	URL https://www.pepecoin-claim.app likely	Likely TP	ice-phishing	precision
8/29/23	1	URL https://creditor-blockfi.com.atmhostin	Likely TP	ice-phishing	precision
8/31/23	1	URL https://shibtokenswap.now-claim.xyz li	Likely TP	ice-phishing	precision
8/31/23	1	0x56d9e4a0663ea4fa310887c1ee02a56824c4533b	Likely FP	ice-phishing	precision
8/31/23	1	0x7645e7608b4be22bbacc018cc83fbd61e0475771	Likely TP	ice-phishing	precision
8/31/23	1	URL https://eigenlayer.us likely involved	Likely TP	ice-phishing	precision
8/31/23	1	URL https://www.claim-boredapenft.com like	Likely TP	ice-phishing	precision
8/30/23	1	0x9f399f13058232da96628fe74ea482d9328f260c	Likely TP	ice-phishing	precision
8/30/23	1	0xc4833e1392966df2e00d9e3db8949749aee6fb26	Likely TP	ice-phishing	precision
8/31/23	1	URL https://appparsec.com likely involved	Likely TP	ice-phishing	precision
8/31/23	1	URL https://claimbtc20.pages.dev likely in	Likely TP	ice-phishing	precision
8/31/23	1	0xe15e7a2dda262e7b4f497f7e74e0aae5f8bd87f1	Likely TP	ice-phishing	precision
8/30/23	1	URL https://www-rarible.com likely involve	Likely TP	ice-phishing	precision
8/30/23	1	0xf2af909fdef7e5fbc4ba1ba5adfef87aa84e5b01	Likely TP	ice-phishing	precision
8/31/23	1	0xab03016ffe5aad0105f4c6a72532bc4494b32ede	Likely TP	ice-phishing	precision
8/31/23	1	URL https://venomfoundation.live likely in	Likely TP	ice-phishing	precision
8/31/23	1	URL https://wallet-pegz.fun likely involve	Likely TP	ice-phishing	precision
8/29/23	1	URL https://nakamigos.gifts likely involve	Likely TP	ice-phishing	precision
8/30/23	1	URL https://launchs-lens.xyz likely involv	Likely TP	ice-phishing	precision
8/29/23	1	0x582fbf495872873fa39087161b66ddfa11546b83	TP	ice-phishing	precision
8/29/23	1	0xeb09c097efcec68fa0167a1dd3f5d05e911a81f3	Likely TP	ice-phishing	precision
8/31/23	1	0xe6c6c77975a77078949f6a2e5d7f756d5fb173d5	Likely TP	ice-phishing	precision
8/31/23	1	URL https://authenticatewhop.com likely in	Likely TP	ice-phishing	precision
8/30/23	1	URL https://connect.collab-land.io likely	Likely TP	ice-phishing	precision
8/30/23	1	URL https://fegtoken.site likely involved	Likely TP	ice-phishing	precision
8/31/23	1	URL https://shibiee.xyz likely involved in	Likely TP	ice-phishing	precision
8/30/23	1	URL https://doodles-crocs.app likely invol	Likely TP	ice-phishing	precision
8/30/23	1	URL https://coinbase-validate.com likely i	Likely TP	ice-phishing	precision
8/30/23	1	URL https://barclayscc.com likely involved	Likely TP	ice-phishing	precision
8/30/23	1	URL https://withdraw.wallets-ftx.com likel	Likely TP	ice-phishing	precision
8/30/23	1	URL https://garages-hv-mtl.com likely invo	Likely TP	ice-phishing	precision
8/31/23	1	0xb779118ded73e1493a91d81b476d396b92c10c2a	TP	ice-phishing	precision
8/29/23	1	URL https://aavehealth.info likely involve	Likely TP	ice-phishing	precision
8/30/23	1	0xf5a9fb7b8bcd6be26a2e5b4ec42832c8a3bbe4d5	TP	ice-phishing	precision
8/31/23	1	URL https://mail.shibarium.digital likely	Likely TP	ice-phishing	precision
8/31/23	1	URL https://purposefix.com likely involved	Likely TP	ice-phishing	precision
8/31/23	1	URL https://pepe20-airdrop.org likely invo	Likely TP	ice-phishing	precision
8/30/23	1	URL https://join-zksync.org likely involve	Likely TP	ice-phishing	precision
8/25/23	1	0xb8496d83dbe736937fb76967068ede63f12ced54	TP	soft-rug-pull	precision
8/22/23	1	0xd88095423f97cc6c9aec61a1c7205387a7c9e1d7	FP	soft-rug-pull	precision
8/27/23	1	0xde72a2f0b334123746710e6fcfe1985c07daabac	TP	soft-rug-pull	precision
8/26/23	1	0x1ad00d01d822e1a14753361b392e379e6d744b19	TP	soft-rug-pull	precision
8/22/23	1	0x2d849143bdb6ba629e3a0fa46f9977a9884fa9f0	TP	soft-rug-pull	precision
