banned_address,wallet_tag,data_source
0xca4837f451d961f7bde1738bd368d5a754e61cbb,Fake_Phishing5011,etherscan-phish-hack-list
0xca4da1753336aa8340710e0e1a8c0bee2bfbf56c,Fake_Phishing122,etherscan-phish-hack-list
0xca5a2ab1da51f2ccab2324d4ce74265f05d602a2,Fake_Phishing4042,etherscan-phish-hack-list
0xca6a8aa4a1e3c91a2cd05e2ba0f55a7961fabebd,Fake_Phishing603,etherscan-phish-hack-list
0xca8e988ffb5a662f8201c90b6a45cc7826f5f15a,Fake_Phishing1066,etherscan-phish-hack-list
0xcaa5854034d7eda409e2479c6c0351c167e21a08,Fake_Phishing1142,etherscan-phish-hack-list
0xcabb89cbca9fcc8e0866c5dc3ee9e4b368d0a4e3,Fake_Phishing3705,etherscan-phish-hack-list
0xcac1e876812a36392ac2f58c507e912accc8c1ba,Fake_Phishing1326,etherscan-phish-hack-list
0xcae453eb95b584331a8a5945d8138ceeed9d5af6,Fake_Phishing2547,etherscan-phish-hack-list
0xcae77a05ab518492144944fb50572ebfa3595870,Fake_Phishing491,etherscan-phish-hack-list
0xcae7be2bb517bbf15a8faf9cc2d8c54f7eaf34b7,Fake_Phishing4717,etherscan-phish-hack-list
0xcaed34acc1da8ce456a1e217d687bfdcb910b35b,Fake_Phishing2078,etherscan-phish-hack-list
0xcaedcba7e864532aa1745ca7af5923d17029ad52,Fake_Phishing1762,etherscan-phish-hack-list
0xcaee0cfb618111256a155002009c9471f9c26a5a,Fake_Phishing3286,etherscan-phish-hack-list
0xcaf1285c4536a0230f6bfbbb7c31cfca696dd76d,Fake_Phishing4775,etherscan-phish-hack-list
0xcb0736e6d2cf621360df831f6eb2dc0e56128b89,Fake_Phishing2004,etherscan-phish-hack-list
0xcb07eebca7c8705da415ff23e64ac4d201f3a83b,Fake_Phishing3721,etherscan-phish-hack-list
0xcb36b1ee0af68dce5578a487ff2da81282512233,Rari Capital Exploiter,etherscan-heist-list
0xcb373af9607f5b758045240cea9ba1c94d33c055,Fake_Phishing426,etherscan-phish-hack-list
